DATE,q.in,ec.in,t.in,q.HOL,q.RFD,q.FLS,q.RFR,q.TIM,q.FLY,q.CAN,q.CON,q.HRC,q.WTP,q.out,ec.out,t.out,da.0,da.1,dc.0,dc.1,dd.0,dd.1,de.0,de.1,p,et
3/19/2002,153,1.2,NA,0,72,0,36,26,135,6.4,49,4.9,NA,35,3.06,10.6,0.78,0.5,0.86,0.86,0.72,0.75,0.79,0.88,0,0.25
3/20/2002,165,1.24,NA,0,72,0,26,21,170,6.4,47,4.9,NA,36,3.14,11.2,0.8,0.78,0.95,0.86,0.71,0.72,0.8,0.79,0,0.08
3/21/2002,510,1.05,NA,0,72,197,20,20,181,6.6,43,4.9,NA,36,3.12,5.85,1.49,0.8,1.01,0.95,0.7,0.71,0.8,0.8,0,0.15
3/22/2002,192,1.09,NA,0,72,125,26,24,194,7.6,44,4.9,NA,33,3.15,8.2,0.87,1.49,1.02,1.01,0.72,0.7,0.76,0.8,0,0.44
3/23/2002,146,1.26,NA,0,72,14,19,22,257,7.9,46,4.9,NA,31,3.18,10.4,0.76,0.87,1.19,1.02,0.72,0.72,0.74,0.76,0,0.07
3/24/2002,121,1.3,NA,0,72,0,22,24,289,9,43,4.8,NA,30,3.18,5.35,0.68,0.76,1.2,1.19,0.74,0.72,0.72,0.74,0.07,0.07
3/25/2002,116,NA,NA,0,72,0,22,28,290,12,46,4.8,NA,30,3.15,6.5,0.67,0.68,1.16,1.2,0.77,0.74,0.72,0.72,0,0.21
3/26/2002,136,1.24,NA,0,72,0,19,27,288,25,46,4.8,NA,29,3.17,10.2,0.73,0.67,1.12,1.16,0.79,0.77,0.71,0.72,0,0.33
3/27/2002,168,1.22,NA,0,72,0,20,24,294,14,48,4.8,NA,28,3.21,12.9,0.81,0.73,1.12,1.12,0.73,0.79,0.7,0.71,0,0.4
3/28/2002,164,1.2,NA,0,72,0,20,24,318,6.5,40,4.5,NA,27,3.22,13.25,0.8,0.81,1.14,1.12,0.61,0.73,0.68,0.7,0,0.21
3/29/2002,158,1.18,NA,0,72,0,20,28,317,14,34,4.4,NA,27,3.23,12.9,0.79,0.8,1.14,1.14,0.62,0.61,0.68,0.68,0,0.24
3/30/2002,141,1.15,NA,0,72,0,22,27,318,11,37,4.4,NA,27,3.23,13.55,0.74,0.79,1.12,1.14,0.64,0.62,0.68,0.68,0,0.24
3/31/2002,75,1.19,NA,0,75,0,23,24,301,8.9,37,4.4,NA,27,3.24,13.2,0.53,0.74,1.11,1.12,0.6,0.64,0.68,0.68,0,0.4
4/1/2002,53,1.27,NA,0,84,NA,31,24,266,7.7,35,4.3,NA,26,3.24,14,0.43,0.53,1.09,1.11,0.58,0.6,0.67,0.68,0,0.17
4/2/2002,63,1.32,NA,0,71,NA,21,24,332,8.1,31,4.3,NA,26,3.22,8.15,0.47,0.43,1.15,1.09,0.59,0.58,0.67,0.67,0,0.31
4/3/2002,117,1.26,11.3,0,84,0,31,26,332,4.7,30,4.3,NA,26,3.23,9.6,0.67,0.47,1.2,1.15,0.58,0.59,0.67,0.67,0,0.24
4/4/2002,100,1.2,9.41,0,82,0,31,25,365,3.9,28,4.3,NA,27,3.26,11.2,0.62,0.67,1.24,1.2,0.56,0.58,0.68,0.67,0,0.3
4/5/2002,70,1.17,12.4,0,83,0,31,29,354,4,29,4.2,NA,28,3.19,13.5,0.51,0.62,1.21,1.24,0.56,0.56,0.7,0.68,0,0.33
4/6/2002,82,1.16,13.2,0,83,0,31,29,340,5.6,29,4.2,NA,28,3.15,15,0.56,0.51,1.19,1.21,0.58,0.56,0.7,0.7,0,0.29
4/7/2002,104,1.16,12.6,0,83,0,31,27,342,6.4,29,4.2,NA,27,3.19,15.1,0.64,0.56,1.21,1.19,0.6,0.58,0.68,0.7,0,0.2
4/8/2002,119,1.15,12.6,0,83,0,31,27,353,5.4,29,4.2,NA,27,3.21,NA,0.68,0.64,1.24,1.21,0.6,0.6,0.68,0.68,0,0.36
4/9/2002,113,1.16,14.8,0,83,NA,31,25,357,5,28,4.1,NA,27,3.22,16.7,0.66,0.68,1.25,1.24,0.58,0.6,0.68,0.68,0,0.43
4/10/2002,143,1.12,14.2,0,83,0,31,22,353,5.7,26,4.1,NA,27,3.21,12.9,0.75,0.66,1.23,1.25,0.58,0.58,0.68,0.68,0.01,0.24
4/11/2002,101,1.15,14.3,0,83,NA,31,21,260,3.7,27,4.1,NA,27,3.19,16.15,0.63,0.75,0.99,1.23,0.57,0.58,0.68,0.68,0.08,0.24
4/12/2002,102,1.17,14.5,0,83,NA,31,20,167,3.5,27,4.1,NA,27,3.18,15.65,0.63,0.63,0.93,0.99,0.55,0.57,0.68,0.68,0,0.28
4/13/2002,101,1.17,16.2,0,83,NA,31,19,161,3.6,28,4.1,NA,26,3.16,18,0.63,0.63,0.92,0.93,0.53,0.55,0.67,0.68,0,0.4
4/14/2002,98,1.17,17.3,0,83,NA,31,19,148,3.9,25,4,NA,26,3.19,18.1,0.62,0.63,0.91,0.92,0.51,0.53,0.67,0.67,0,0.54
4/15/2002,80,1.18,17.6,0,83,NA,31,22,145,3.2,24,4,NA,25,3.16,18.15,0.55,0.62,0.91,0.91,0.51,0.51,0.65,0.67,0,0.48
4/16/2002,128,1.26,15.3,0,78,NA,26,23,134,4.1,22,4,NA,23,3.21,15.25,0.67,0.55,0.87,0.91,0.49,0.51,0.62,0.65,0,0.45
4/17/2002,140,1.35,15.1,0.021,95,NA,44,21,155,3.9,22,4,NA,24,3.2,16.8,0.68,0.67,0.97,0.87,0.52,0.49,0.64,0.62,0,0.63
4/18/2002,121,NA,14.5,0.05,96,NA,47,19,170,3.4,23,4,NA,23,3.23,16.2,0.57,0.68,0.94,0.97,0.53,0.52,0.62,0.64,0,0.2
4/19/2002,110,NA,12.1,0.05,86,NA,34,19,144,2.7,21,4,NA,23,3.22,13.5,0.54,0.57,0.89,0.94,0.51,0.53,0.62,0.62,0.01,0.08
4/20/2002,118,NA,8.96,0.05,90,NA,37,22,125,2.6,21,4,NA,25,3.17,8.7,0.59,0.54,0.87,0.89,0.52,0.51,0.65,0.62,0,0.32
4/21/2002,118,1.46,11.2,0.05,94,NA,43,28,134,2.4,23,4,NA,25,3.17,13.15,0.59,0.59,0.85,0.87,0.49,0.52,0.65,0.65,0,0.3
4/22/2002,115,NA,13.9,0.05,85,NA,33,20,125,2.6,31,3.9,NA,24,3.17,15.75,0.6,0.59,0.82,0.85,0.48,0.49,0.64,0.65,0,0.43
4/23/2002,115,NA,15.8,0.05,88,NA,37,16,121,2.9,33,3.9,NA,23,3.18,15.75,0.6,0.6,0.8,0.82,0.47,0.48,0.62,0.64,0,0.32
4/24/2002,99,NA,14.9,0.05,78,NA,27,14,114,3.2,33,3.9,NA,23,3.13,15.65,0.57,0.6,0.78,0.8,0.44,0.47,0.62,0.62,0,0.32
4/25/2002,88,NA,11.9,0.05,73,NA,21,17,105,3.2,27,3.9,NA,23,3.12,11.4,0.54,0.57,0.73,0.78,0.46,0.44,0.62,0.62,0.03,0.31
4/26/2002,88,NA,13.8,0.05,76,NA,27,19,106,3.2,20,3.9,NA,24,3.1,13.5,0.54,0.54,0.74,0.73,0.49,0.46,0.64,0.62,0.02,0.42
4/27/2002,87,NA,15.2,0.05,81,NA,28,17,109,3.2,19,3.9,NA,23,3.12,16.6,0.56,0.54,0.73,0.74,0.5,0.49,0.62,0.64,0,0.34
4/28/2002,88,NA,16.1,0.05,90,NA,39,17,100,3.3,17,3.9,NA,24,3.15,17.55,0.58,0.56,0.74,0.73,0.51,0.5,0.64,0.62,0,0.37
4/29/2002,83,NA,16.8,0.05,88,NA,38,17,106,3.5,17,3.9,NA,23,3.13,17.05,0.56,0.58,0.75,0.74,0.5,0.51,0.62,0.64,0,0.5
4/30/2002,74,NA,16.9,0.05,77,NA,27,17,105,3.4,17,3.8,NA,22,3.1,18.75,0.53,0.56,0.72,0.75,0.49,0.5,0.6,0.62,0,0.5
5/1/2002,70,1.57,14.9,0,64,NA,13,15,91,3.3,16,3.8,NA,22,3.08,17.35,0.51,0.53,0.68,0.72,0.48,0.49,0.6,0.6,0,0.27
5/2/2002,69,NA,14.7,0,60,NA,8.3,14,78,2.8,16,3.9,NA,22,3.09,16.7,0.51,0.51,0.63,0.68,0.48,0.48,0.6,0.6,0,0.36
5/3/2002,66,NA,16.5,0,57,NA,5.4,13,73,2.8,16,3.9,NA,21,3.1,18.4,0.5,0.51,0.62,0.63,0.49,0.48,0.59,0.6,0,0.33
5/4/2002,64,NA,17,0,57,NA,5.3,13,72,2.7,15,4,NA,21,3.13,17.85,0.49,0.5,0.65,0.62,0.48,0.49,0.59,0.59,0,0.48
5/5/2002,55,NA,18.4,23,53,NA,2.7,13,70,2.7,15,4,NA,21,3.13,19.7,0.44,0.49,0.62,0.65,0.47,0.48,0.59,0.59,0,0.39
5/6/2002,52,1.26,18.9,167,45,NA,0.21,15,63,2.6,14,3.7,NA,21,3.11,20.05,0.43,0.44,0.57,0.62,0.48,0.47,0.59,0.59,0,0.36
5/7/2002,54,1.14,17.9,165,55,NA,2.9,18,64,5.9,13,3.7,NA,20,3.09,19.5,0.44,0.43,0.55,0.57,0.53,0.48,0.57,0.59,0.01,0.32
5/8/2002,81,1.08,16.2,164,78,NA,24,20,69,3,14,4.3,NA,20,3.1,17.25,0.56,0.44,0.6,0.55,0.47,0.53,0.57,0.57,0,0.38
5/9/2002,107,1.02,14.4,164,83,NA,31,20,88,3.5,13,3.4,NA,20,3.1,15.9,0.63,0.56,0.74,0.6,0.48,0.47,0.57,0.57,0,0.41
5/10/2002,162,1,16.1,166,81,NA,29,21,114,2.5,12,3.4,NA,19,3.1,16.9,0.8,0.63,0.79,0.74,0.46,0.48,0.55,0.57,0,0.48
5/11/2002,201,0.97,17.5,188,81,NA,30,21,137,2.8,12,3.6,NA,19,3.11,19.8,0.9,0.8,0.87,0.79,0.43,0.46,0.55,0.55,0,0.22
5/12/2002,177,0.971,14.7,204.51,81,NA,30,23,173,4.4,11,3.5,NA,19,3.11,16.65,0.83,0.9,0.91,0.87,0.44,0.43,0.55,0.55,0,0.32
5/13/2002,158,0.986,15.8,187,81,NA,30,20,170,3.7,12,3.4,NA,19,3.11,18.15,0.78,0.83,0.89,0.91,0.45,0.44,0.55,0.55,0,0.37
5/14/2002,139,1.01,15.3,187,99,NA,47,18,158,2.4,13,3.5,NA,19,3.12,16.35,0.73,0.78,0.87,0.89,0.43,0.45,0.55,0.55,0,0.42
5/15/2002,149,1.02,17.9,188,105,NA,53,21,146,2.5,14,3.6,NA,18,3.14,19.7,0.75,0.73,0.84,0.87,0.41,0.43,0.53,0.55,0.01,0.27
5/16/2002,156,1.07,18.5,189,106,NA,53,22,146,2.3,12,3.5,NA,19,3.11,18.8,0.76,0.75,0.84,0.84,0.42,0.41,0.55,0.53,0,0.17
5/17/2002,78,NA,15.8,168,95,NA,44,21,151,2.9,12,4.1,NA,19,3.11,17.15,0.53,0.76,0.84,0.84,0.48,0.42,0.55,0.55,0.02,0.39
5/18/2002,94,NA,18.7,160,78,NA,26,19,208,2.7,14,4.7,NA,19,3.11,20.6,0.6,0.53,0.84,0.84,0.43,0.48,0.55,0.55,0,0.34
5/19/2002,212,NA,19.2,158,82,NA,30,19,302,2.6,12,5.4,NA,19,3.14,20.45,0.92,0.6,0.93,0.84,0.43,0.43,0.55,0.55,0,0.29
5/20/2002,245,NA,18.1,158,81,NA,30,16,351,2.1,11,5.7,NA,19,3.14,19.5,1,0.92,1.07,0.93,NA,0.43,0.55,0.55,0,0.67
5/21/2002,179,0.895,NA,105,81,NA,29,19,355,1.9,19,5.7,NA,19,3.18,19.15,NA,1,1.03,1.07,0.68,NA,0.55,0.55,0,0.4
5/22/2002,150,NA,17.2,87,81,NA,29,25,181,1.8,30,5.1,NA,19,3.19,19.5,0.77,NA,0.9,1.03,0.51,0.68,0.55,0.55,0,0.37
5/23/2002,228,NA,17.7,164,81,NA,30,15,131,1.8,18,5,NA,19,3.16,18.6,0.96,0.77,0.84,0.9,0.47,0.51,0.55,0.55,0.01,0.1
5/24/2002,246,NA,13.6,161,81,NA,30,16,166,1.8,16,4.9,NA,21,3.09,11.45,1.01,0.96,0.97,0.84,0.59,0.47,0.59,0.55,0,0.4
5/25/2002,209,NA,15.1,11,81,NA,30,15,168,1.8,30,4.9,NA,22,3.17,17.2,0.92,1.01,1.04,0.97,0.81,0.59,0.6,0.59,0,0.38
5/26/2002,344,NA,18.4,0,81,NA,29,17,173,2.4,54,6.1,NA,22,3.17,20.3,1.19,0.92,1.06,1.04,0.62,0.81,0.6,0.6,0,0.35
5/27/2002,395,NA,19.2,11,81,NA,29,24,188,9.9,12.34,5.5,NA,20,3.13,20.8,1.28,1.19,1.06,1.06,0.88,0.62,0.57,0.6,0,0.32
5/28/2002,575,NA,19.8,59.03,99,NA,46,18,320,3.9,66,5.3,NA,20,3.11,21.5,1.62,1.28,1.08,1.06,2.31,0.88,0.57,0.57,0,0.49
5/29/2002,393,NA,21.4,82.63,86,NA,35,14,413,1.9,41,5.4,NA,20,3.09,22,1.28,1.62,1.13,1.08,0.54,2.31,0.57,0.57,0,0.4
5/30/2002,198,NA,23,68.9,81,NA,29,15,340,1.8,31,5.4,NA,20,3.12,23.5,0.89,1.28,0.99,1.13,0.49,0.54,0.57,0.57,0,0.53
5/31/2002,145,NA,23.9,60.5,82,NA,29,14,271,1.5,23,5.4,NA,21,3.12,25,0.75,0.89,0.88,0.99,0.46,0.49,0.59,0.57,0.01,0.69
6/1/2002,102,NA,21.3,0,80,NA,27,15,195,1.3,16,5,NA,20,3.13,23.5,0.63,0.75,0.94,0.88,0.44,0.46,0.57,0.59,0,0.77
6/2/2002,85,NA,20.3,0,77,NA,25,22,110,1.3,13,4.5,NA,19,3.14,21.65,0.57,0.63,0.74,0.94,0.4,0.44,0.55,0.57,0,0.44
6/3/2002,130,NA,21.4,0,79,NA,26,18,83,1.2,12,4.3,NA,18,3.1,22.85,0.71,0.57,0.7,0.74,0.4,0.4,0.53,0.55,0.51,0.08
6/4/2002,234,NA,17.3,0,80,NA,28,18,134,1.2,11,4.5,NA,21,3.05,17.15,0.98,0.71,0.92,0.7,0.46,0.4,0.59,0.53,0.03,0.26
6/5/2002,233,NA,19.7,0,80,0.923,28,24,167,1.2,18,4.4,NA,21,3.14,21.85,0.98,0.98,0.99,0.92,0.73,0.46,0.59,0.59,0,0.41
6/6/2002,280,NA,22.5,0,80,NA,27,22,169,1.3,37,4.4,NA,19,3.17,23.65,1.07,0.98,1.01,0.99,0.67,0.73,0.55,0.59,0,0.64
6/7/2002,259,0.924,23.2,0,80,NA,28,24,169,2,37,3.9,NA,19,3.17,24.55,1.04,1.07,0.96,1.01,0.76,0.67,0.55,0.55,0,0.59
6/8/2002,204,NA,22.5,0,80,NA,28,23,168,2.2,43,3.6,NA,17,3.17,23.55,0.91,1.04,0.93,0.96,0.69,0.76,0.51,0.55,0,0.77
6/9/2002,193,NA,22.6,0,80,NA,28,22,163,3.6,34,3.2,NA,17,3.17,23.5,0.88,0.91,0.88,0.93,0.5,0.69,0.51,0.51,0,0.56
6/10/2002,384,NA,21.6,26,80,NA,28,20,151,4.2,16,2.8,NA,17,3.19,22.8,1.25,0.88,0.88,0.88,0.44,0.5,0.51,0.51,0,0.44
6/11/2002,484,0.817,22.3,155,104,NA,51,23,404.19,3.6,19,2.1,NA,17,3.19,24,1.44,1.25,0.93,0.88,0.49,0.44,0.51,0.51,0,0.45
6/12/2002,521,NA,23.5,151,89,NA,36,22,518.19,2.8,33,2.1,NA,16,3.19,24.8,1.51,1.44,1.05,0.93,0.46,0.49,0.49,0.51,0.01,0.29
6/13/2002,291,NA,22.1,0,80,NA,28,113,379,1.6,22,2.6,NA,16,3.19,22.65,1.03,1.51,1.17,1.05,0.48,0.46,0.49,0.49,0.01,0.35
6/14/2002,276,1.04,21.9,0,80,NA,28,39,190,1.5,19,2.6,NA,17,3.18,22.05,1.01,1.03,1.04,1.17,0.84,0.48,0.51,0.49,0,0.35
6/15/2002,275,NA,21.3,0,80,NA,27,24,181,1.5,75,2.2,NA,17,3.18,20.65,1.03,1.01,1.14,1.04,2.49,0.84,0.51,0.51,0,0.33
6/16/2002,174,NA,21,0,80,NA,28,17,191,1.3,73,2,NA,17,3.13,16.1,0.8,1.03,0.99,1.14,0.71,2.49,0.51,0.51,0,0.43
6/17/2002,166,NA,22.7,0,80,NA,28,15,145,1.2,43,1.8,NA,16,3.15,18.8,0.79,0.8,0.91,0.99,0.63,0.71,0.49,0.51,0,0.52
6/18/2002,132,NA,23,0,80,NA,28,14,133,1.2,31,1.7,NA,17,3.1,20.65,1.12,0.79,1.1,0.91,0.52,0.63,0.51,0.49,0,0.61
6/19/2002,106,NA,22.9,0,78,NA,27,13,106,1.1,19,1.3,NA,16,3.09,21.8,0.62,1.12,0.77,1.1,NA,0.52,0.49,0.51,0,0.45
6/20/2002,95,NA,NA,0,71,NA,17,15,86,1,14,1.3,NA,16,3.04,21.85,NA,0.62,0.7,0.77,NA,NA,0.49,0.49,0,0.58
6/21/2002,135,1.2,21.4,0,71,NA,19,16,78,1,12,1.3,NA,16,3.09,21.35,0.69,NA,0.66,0.7,0.49,NA,0.49,0.49,0,0.69
6/22/2002,167,NA,21.5,0,80,NA,27,13,77,1,11,0.95,NA,16,3.12,20.9,0.77,0.69,0.72,0.66,0.47,0.49,0.49,0.49,0,0.35
6/23/2002,132,NA,21.8,0,79,NA,28,13,94,0.92,11,0.96,NA,16,3.14,21.9,0.66,0.77,0.77,0.72,0.47,0.47,0.49,0.49,0,0.39
6/24/2002,59,NA,23.2,0,55,NA,4.7,16,95,3.2,7.9,0.9,NA,16,3.19,24.2,0.43,0.66,0.69,0.77,0.48,0.47,0.49,0.49,0,0.48
6/25/2002,54,NA,23.1,0,53,NA,1.5,20,58,6.5,3.5,0.55,NA,16,3.21,25.6,0.4,0.43,0.58,0.69,0.52,0.48,0.49,0.49,0,0.38
6/26/2002,64,NA,23.6,0,55,NA,2.9,17,51,2.4,3.8,0.54,NA,16,3.21,25.15,0.46,0.4,0.54,0.58,0.46,0.52,0.49,0.49,0,0.4
6/27/2002,77,NA,24.3,0,63,NA,10,14,45,2.5,3.3,0.55,NA,15,3.21,25.2,0.51,0.46,0.53,0.54,1.38,0.46,0.47,0.49,0,0.48
6/28/2002,72,NA,23.6,0,68,NA,17,15,44,2.2,2.7,0.42,NA,14,3.21,25.5,0.49,0.51,0.55,0.53,0.46,1.38,0.44,0.47,0,0.41
6/29/2002,68,NA,24.9,0,61,NA,8.5,15,39,2,2.3,0.18,NA,13,3.24,24.85,0.47,0.49,0.55,0.55,0.47,0.46,0.42,0.44,0,0.45
6/30/2002,79,NA,25.8,0,60,NA,5.6,15,19,4.2,2.4,0.12,NA,12,3.25,26.5,0.52,0.47,NA,0.55,0.63,0.47,0.39,0.42,0,0.4
7/1/2002,85,NA,26.1,0.05,75,NA,22,12,18,2.1,4.72,0.38,NA,12,3.25,26.7,0.55,0.52,NA,NA,0.58,0.63,0.39,0.39,0.06,0.48
7/2/2002,53,NA,25.3,0.05,55,NA,6.7,12,30,1.3,13,0.26,NA,12,3.25,26.85,0.39,0.55,0.59,NA,0.54,0.58,0.39,0.39,0,0.45
7/3/2002,68,NA,23.5,0.05,51,NA,5.2,11,25,1.9,11,0.22,NA,11,3.26,25.4,0.45,0.39,0.51,0.59,0.53,0.54,0.37,0.39,0,0.39
7/4/2002,32,NA,23.1,0.05,33,NA,1.8,15,22,3.3,8.1,0.11,NA,11,3.25,24.2,0.26,0.45,0.52,0.51,0.53,0.53,0.37,0.37,0,0.32
7/5/2002,34,NA,23.1,0.05,25,NA,0.24,13,20,2.5,7.6,0.21,NA,11,3.22,25.25,0.27,0.26,0.48,0.52,0.51,0.53,0.37,0.37,0,0.36
7/6/2002,68,0.742,24.1,0.05,32,NA,0.23,13,18,2.3,7.6,0.17,NA,11,3.21,25.55,0.42,0.27,0.49,0.48,0.53,0.51,0.37,0.37,0,0.34
7/7/2002,218,NA,24.5,0.05,74,NA,20,13,19,2.1,7.9,0.14,NA,11,3.22,25,0.89,0.42,0.53,0.49,0.31,0.53,0.37,0.37,0,0.36
7/8/2002,299,NA,26.1,0.05,80,NA,27,15,59,1.2,6.8,0.16,NA,11,3.2,27.2,1.07,0.89,0.87,0.53,0.52,0.31,0.37,0.37,0,0.43
7/9/2002,342,NA,26.8,0.05,80,NA,27,18,154,1.2,5.8,0.21,NA,10,3.22,26.3,1.16,1.07,0.96,0.87,0.44,0.52,0.34,0.37,0,0.44
7/10/2002,378,NA,25.2,0.05,80,NA,27,13,166,1.5,4.9,0.21,NA,9.9,3.23,26.5,1.22,1.16,1.04,0.96,0.5,0.44,0.32,0.34,0,0.34
7/11/2002,229,NA,25.5,0.05,80,NA,27,15,165,1.2,4.4,0.25,NA,10,3.19,26.7,0.92,1.22,1.03,1.04,0.72,0.5,0.34,0.32,0,0.35
7/12/2002,102,NA,25.3,0.05,78,NA,27,14,132,1,22,0.3,NA,10,3.22,25.8,0.59,0.92,0.89,1.03,0.5,0.72,0.34,0.34,0,0.37
7/13/2002,62,NA,24.9,0.05,59,NA,7.8,15,69,0.85,9.2,0.27,NA,10,3.21,24.85,0.46,0.59,0.72,0.89,0.49,0.5,0.34,0.34,0,0.42
7/14/2002,49,NA,25.2,0.05,48,NA,0.45,16,38,0.71,5.6,0.26,NA,9.9,3.22,25,0.38,0.46,0.61,0.72,0.46,0.49,0.32,0.34,0,0.44
7/15/2002,81,NA,24.1,0.05,56,NA,8.2,13,21,0.58,3.7,0.19,NA,9.8,3.24,25.55,0.51,0.38,0.53,0.61,0.48,0.46,0.32,0.32,0,0.47
7/16/2002,31,NA,24.5,0.05,38,NA,1.4,13,16,0.49,2.8,0.11,NA,9.3,3.24,25.65,0.28,0.51,0.56,0.53,0.32,0.48,0.3,0.32,0,0.42
7/17/2002,31,0.738,25,0.05,22,NA,0,11,1.4,0.43,3.2,0,NA,9.3,3.25,25.5,0.27,0.28,0.45,0.56,0.54,0.32,0.3,0.3,0,0.39
7/18/2002,0.53,0.674,23.1,0.05,22,NA,0,12,0,0.41,5.6,0.04,NA,9.5,3.24,26.1,NA,0.27,0.53,0.45,0.55,0.54,0.31,0.3,0,0.46
7/19/2002,6.4,NA,23.8,0.05,9,NA,0,11,0,3.4,5.7,0.02,NA,9.4,3.25,26.45,0.01,NA,0.58,0.53,NA,0.55,0.3,0.31,0,0.46
7/20/2002,15,NA,3.1,0.05,14,NA,0,11,0,1.5,9.2,0,NA,9.3,3.26,25.55,NA,0.01,0.56,0.58,NA,NA,0.3,0.3,0,0.42
7/21/2002,15,NA,NA,0.05,18,NA,0,12,0,1.6,13,0.04,NA,9.9,3.23,24.55,NA,NA,0.51,0.56,NA,NA,0.32,0.3,0,0.32
7/22/2002,15,NA,NA,0.05,12,NA,0,13,0,0.96,13,0,NA,10,3.21,25.45,NA,NA,0.52,0.51,NA,NA,0.34,0.32,0,0.35
7/23/2002,17,1.1,24.2,0.05,13,NA,0,12,0,1.2,13,0,NA,9.7,3.24,25.4,0.15,NA,0.55,0.52,0.66,NA,0.31,0.34,0,0.32
7/24/2002,19,NA,25,0.05,23,NA,0,13,0,1.4,14,0,NA,9.8,3.23,26.05,0.14,0.15,NA,0.55,0.65,0.66,0.32,0.31,0,0.47
7/25/2002,0,NA,22.6,0.05,7.8,0.084,0,12,0,1,14,0,NA,9.3,3.21,25.95,NA,0.14,0.54,NA,0.61,0.65,0.3,0.32,0,0.37
7/26/2002,0,NA,20.9,0.05,3.8,0.059,0,13,0,1.4,11,0,NA,9.4,3.21,25.9,NA,NA,0.55,0.54,0.56,0.61,0.3,0.3,0,0.29
7/27/2002,0,NA,20.3,0.05,3.4,0,0,13,0,2.7,8.4,0,NA,9.3,3.21,24.95,NA,NA,0.55,0.55,0.57,0.56,0.3,0.3,0,0.39
7/28/2002,58,NA,23.7,0.05,10,0,0,13,0,1.9,8.3,0,NA,9.4,3.2,25.7,0.34,NA,0.55,0.55,0.62,0.57,0.3,0.3,0,0.35
7/29/2002,87,NA,24.3,0.05,52,0,0.31,13,0,1.3,8.8,0,NA,9.1,3.2,25,0.55,0.34,0.53,0.55,0.59,0.62,0.3,0.3,0,0.41
7/30/2002,94,1.32,24.6,0.05,59,0,6.6,13,0,1.1,6.5,0,NA,8.8,3.18,25.45,0.58,0.55,0.57,0.53,0.6,0.59,0.28,0.3,0,0.36
7/31/2002,96,NA,25,0.05,77,0,23,11,0,1.1,5.7,0,NA,8.8,3.18,25.05,0.58,0.58,0.62,0.57,0.63,0.6,0.28,0.28,0,0.35
8/1/2002,80,NA,22.5,0.05,63,0,19,11,0,1.1,6.7,0,NA,8.8,3.19,23.1,0.52,0.58,0.65,0.62,NA,0.63,0.28,0.28,0,0.33
8/2/2002,64,NA,21.4,0.05,54,0,29,11,0,1.1,14,0,NA,8.7,3.21,22.7,0.46,0.52,0.67,0.65,0.72,NA,0.28,0.28,0,0.32
8/3/2002,55,NA,23.5,0.05,43,0,23,12,0,1.1,18,0,NA,8.6,3.18,23.7,0.4,0.46,0.68,0.67,0.79,0.72,0.28,0.28,0.17,0.3
8/4/2002,49,NA,25.1,0.05,37,0,20,12,0,1.1,26,0,NA,8.9,3.22,25.65,0.36,0.4,0.64,0.68,0.78,0.79,0.29,0.28,0,0.38
8/5/2002,41,NA,24.8,0.05,31,0,17,11,0,1.1,26,0,NA,8.8,3.22,25.4,0.31,0.36,0.63,0.64,0.8,0.78,0.28,0.29,0,0.43
8/6/2002,34,NA,23.4,0.05,25,0,14,9.5,0,1.1,25,0.02,NA,7.9,3.23,24.3,0.27,0.31,0.59,0.63,0.71,0.8,0.25,0.28,0,0.44
8/7/2002,25,NA,23.4,0.05,20,NA,11,9.6,0,1.1,16,0.02,NA,7.9,3.25,23.35,0.22,0.27,0.53,0.59,0.65,0.71,0.25,0.25,0,0.36
8/8/2002,21,NA,24.2,0.05,15,0,7.7,9.7,0,1.1,12,0.02,NA,8.1,3.26,24.95,0.2,0.22,0.47,0.53,0.6,0.65,0.26,0.25,0,0.42
8/9/2002,20,NA,23.8,0.05,13,0,7,9.7,0,0.94,8.2,0.03,NA,8.2,3.26,24.45,0.19,0.2,0.41,0.47,0.55,0.6,0.26,0.26,0,0.36
8/10/2002,31,NA,24.3,0.05,12,0,6.4,9.6,0,0.9,5.5,0.05,NA,8.5,3.26,24.5,0.25,0.19,0.38,0.41,0.54,0.55,0.27,0.26,0,0.39
8/11/2002,15,NA,24.7,0.05,19,0,10,9.4,0,0.92,3.8,0.04,NA,8.1,3.27,24.8,0.17,0.25,0.39,0.38,0.52,0.54,0.26,0.27,0,0.4
8/12/2002,5.6,NA,22.1,0.05,9.4,0,4.9,9.3,0,0.9,2.4,0.03,NA,7.8,3.31,23.45,0.12,0.17,0.36,0.39,0.51,0.52,0.25,0.26,0,0.25
8/13/2002,0.96,NA,20.9,0.05,7.1,0,3.4,9.5,0,0.91,2,0.04,NA,7.8,3.32,23.4,0.1,0.12,0.4,0.36,0.46,0.51,0.25,0.25,0,0.38
8/14/2002,0.79,NA,21.8,0.05,5.3,0,3.1,9.4,0,0.87,1.7,0.05,NA,8,3.28,23.95,0.08,0.1,0.51,0.4,0.5,0.46,0.26,0.25,0,0.36
8/15/2002,1.8,NA,21.2,0.05,3.3,0,2,9.1,0,0.79,0.88,0.05,NA,7.7,3.29,23.95,0.06,0.08,0.48,0.51,0.46,0.5,0.25,0.26,0,0.49
8/16/2002,1.4,NA,22.5,0.05,2.9,0,1.4,9,0,0.83,0.62,0.06,NA,7.7,3.28,25.15,0.06,0.06,0.47,0.48,0.49,0.46,0.25,0.25,0,0.38
