point,date,trip,study.region,water.source,sample.freq,dry,low.stagnt,sample.only,damaged,not.found,no.access,duplicate.taken,comment,field.depth.to.water.m,field.pump.flow.mL.min,field.temp.C,field.ec.uS.cm,field.DO.mg.L,field.pH,field.ORP.mV,TA.U.ug.L,D.TA.U.ug.L,SDSU.Se.ug.L,D.SDSU.Se.ug.L,SDUS.SeO3.ug.L,D.SDSU.SeO3.ug.L,SDSU.SeO4.ug.L,D.SDSU.SeO4.ug.L,SDSU.SeTREC.ug.L,D.SDSU.SeTREC.ug.L,SDSU.Fe.mg.L,D.SDSU.Fe.mg.L,SDSU.FeTREC.mg.L,D.SDSU.FeTREC.mg.L,Ward.pH,Ward.SAR,Ward.Adjusted.SAR,Ward.TDS.Est,Ward.EC,Ward.Cations,Ward.Anions,Ward.Sodium,Ward.Calcium,Ward.Magnesium,Ward.Potassium,Ward.Total.Hardness,Ward.Nitrate,Ward.Sulfur,Ward.CO3,Ward.HCO3,Ward.Chloride,Ward.Total.Alkalinity,Ward.Boron,Ward.Fluoride,Ward.Silica,Ward.Total.Nitrogen,Ward.Ammonium..NH4.,Ward.Ortho.P,Ward.Total.P,Ward.Zinc,Ward.Dissolved.Fe,Ward.Total.Fe,Ward.Manganese,Ward.Copper,Ward.Aluminum,Ward.Total.Solids,Ward.Total.Dissolved.Solids,Ward.Total.Suspended.Solids,Ward.Nitrite,Ward.Molybdenum,Ward.Total.Organic.Carbon.ppm,D.Ward.pH,D.Ward.SAR,D.Ward.Adjusted.SAR,D.Ward.TDS.Est,D.Ward.EC,D.Ward.Cations,D.Ward.Anions,D.Ward.Sodium,D.Ward.Calcium,D.Ward.Magnesium,D.Ward.Potassium,D.Ward.Total.Hardness,D.Ward.Nitrate,D.Ward.Sulfur,D.Ward.CO3,D.Ward.HCO3,D.Ward.Chloride,D.Ward.Total.Alkalinity,D.Ward.Boron,D.Ward.Fluoride,D.Ward.Silica,D.Ward.Total.Nitrogen,D.Ward.Ammonium..NH4.,D.Ward.Ortho.P,D.Ward.Total.P,D.Ward.Zinc,D.Ward.Dissolved.Fe,D.Ward.Total.Fe,D.Ward.Manganese,D.Ward.Copper,D.Ward.Aluminum,D.Ward.Total.Solids,D.Ward.Total.Dissolved.Solids,D.Ward.Total.Suspended.Solids,D.Ward.Nitrite,D.Ward.Molybdenum,D.Ward.Total.Organic.Carbon.ppm,calc.cat.an,calc.cat.meq,calc.an.meq,calc.cat.an.pct.dif,calc.TDS,calc.TDS.pct.dif,calc.NO3,calc.SO4
335,6/28/2004,10,D,W,R,,,,,,,,,2.65,,15.69,3693,0.94,6.62,121,,,9.64,,,,,,,,,,,,7.3,4.7,6.1,,3.57,,,409,321,150,16,1428,3,616,1,339,98,278,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.2,46.6,-0.4,3193,,13,1845.5
336,6/28/2004,10,D,W,R,,,,,,,,,5.58,,16.88,2683,8.24,7.1,132.3,,,8.68,,,,,,,,,,,,7.7,3.6,4.3,,2.78,,,272,242,119,9,1101,1.5,457,1,202,75,166,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33.7,33.8,-0.2,2296,,7,1369.2
337,6/28/2004,10,D,W,R,,,,,,,,,4.42,,15.83,3172,3.22,6.76,138.1,,,11.7,,,,,,,,,,,,7.4,4.5,5.8,,3.17,,,370,289,127,12,1252,1.6,535,1,290,88,238,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41,40.4,0.7,2787,,7,1602.9
340,6/28/2004,10,D,W,R,,,,,,,x,,2.41,,16.81,4604,4.22,6.73,117.1,,,14.2,14.1,,,,,,,,,,,7.3,6,7.8,,4.16,,,570,406,166,13,1707,3.1,830,1,301,122,247,0.59,,,,,,,,,,,,,,,,,,,7.3,6.5,8.4,,4.24,,,615,397,168,13,1693,3,837,1,293,123,240,0.62,,,,,,,,,,,,,,,,,,,1,58.6,59.9,-1.1,4080,,14,2486.7
342,6/28/2004,10,D,W,R,,,,,,,,,2.38,,16.08,4427,2.98,6.71,103.9,,,20.4,,,,,,,,,,,,7.3,6.7,8.5,,4.15,,,602,333,167,10,1528,11.2,774,1,347,121,284,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.3,57.7,-1.2,3950,,49,2318.9
344,7/1/2004,10,D,W,R,,,,,,,,,4.39,,14.66,2825,3.55,6.84,135.3,,,21.6,,,,,,,,,,,,7.4,4.1,5.2,,2.96,,,310,254,107,13,1081,1,466,1,265,70,217,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,35.2,-0.2,2421,,4,1396.1
345,6/28/2004,10,D,W,R,,,,,,,,,2.16,,15.15,4151,3.62,6.93,-101.7,,,41.4,,,,,,,,,,,,7.5,7,8.7,,4.07,,,596,273,162,23,1358,3,719,1,366,113,300,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53,53.8,-0.8,3702,,13,2154.1
347,6/28/2004,10,D,W,R,,,,,,,,,8.08,,17.43,3013,2.06,6.59,112.1,,,6.39,,,,,,,,,,,,7.2,4.2,5.7,,3.15,,,333,299,105,23,1185,5.9,464,1,386,99,316,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,38.4,38.1,0.3,2663,,26,1390.1
352,6/30/2004,10,D,W,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,7/1/2004,10,D,W,R,,,,,,,,,6.22,,15.49,3299,6.26,6.84,131.8,,,36.4,,,,,,,,,,,,7.3,3.6,4.6,,3.16,,,308,333,137,19,1403,1.4,576,1,281,78,231,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.5,42.5,-1.2,2889,,6,1725.7
357,7/1/2004,10,D,W,R,,,,,,,,,6.89,,15.32,3944,1.94,6.61,128.8,,,8.8,,,,,,,,,,,,7.1,4,5.6,,3.68,,,377,449,144,25,1723,0.8,698,1,388,90,318,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,51,52.1,-1.1,3569,,4,2091.2
361,7/1/2004,10,D,W,R,,,,,,,x,,8.23,,15.93,5665,4.8,6.67,118.3,,,58.2,57.8,,,,,,,,,,,7.3,6.1,7.7,,5.05,,,656,452,259,17,2209,7.1,1097,1,293,162,240,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,72.2,77.7,-3.7,5159,,31,3286.6
362,6/28/2004,10,D,W,N,,,,,,,,,1.68,,16.3,4397,6.68,6.77,156.2,,,23.8,,,,,,,,,,,,7.5,5.6,7.1,,4.15,,,532,357,202,12,1734,7.3,695,1,392,130,322,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,57.4,53.5,3.5,3741,,32,2082.2
365,6/29/2004,10,D,W,R,,,,,,,,,1.65,,16.63,5341,7.25,6.84,165,,,22.8,,,,,,,,,,,,7.4,7.1,8.9,,4.94,,,705,358,236,13,1878,4,936,1,438,134,359,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,67.7,69.1,-1,4708,,18,2804.3
371,7/1/2004,10,D,W,R,,,,,,,,,6.22,,15.27,15710,1.58,6.87,-201.6,,,12.2,,,,,,,,,,,,7.3,19.6,21.6,,12.2,,,2996,394,818,30,4393,0.3,2497,1,542,1168,444,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,215.6,196.2,4.7,13437,,1,7481
372,7/1/2004,10,D,W,R,,,,,,,,,5.73,,16.1,7384,5.78,6.9,65.2,,,132,,,,,,,,,,,,7.3,8.7,10.4,,6.99,,,1012,421,368,16,2586,6.3,1317,1,402,197,330,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,94.8,94,0.4,6395,,28,3945.7
375,6/29/2004,10,D,W,R,,,,,,,,,6,,16.16,5223,7.2,6.7,130.6,,,49,,,,,,,,,,,,7.3,6.4,8.6,,6.93,,,644,465,188,9,1946,5.8,962,1,371,161,304,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.4,70.5,-3,4748,,26,2882.2
376,6/29/2004,10,D,W,R,,,,,,,x,,1.95,,16.84,8366,2.81,6.7,159.9,,,79.6,79.9,,,,,,,,,,,7.3,11,14.2,,7.35,,,1318,525,334,9,2704,1.7,1330,1,587,390,481,1.49,,,,,,,,,,,,,,,,,,,7.3,11.2,14.4,,7.41,,,1348,532,341,9,2751,1.6,1259,1,589,376,482,1.4,,,,,,,,,,,,,,,,,,,1.1,110.2,102.9,3.4,7158,,8,3984.7
378,6/29/2004,10,D,W,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,6/29/2004,10,D,W,R,,,,,,,,,2.13,,18.79,2443,1.09,7.09,109.9,,,4.04,,,,,,,,,,,,7.6,2.7,3.4,,2.57,,,196,251,88,10,994,1,398,1,213,13,174,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.4,28.5,-0.3,1969,,4,1192.4
383,6/29/2004,10,D,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,6/29/2004,10,D,W,R,,,,,,,,,3.69,,15.98,2893,5.64,6.88,118.8,,,10.2,,,,,,,,,,,,7.5,3.8,4.9,,2.93,,,296,285,107,15,1158,2.7,442,1,258,79,212,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,36,33.9,3,2378,,12,1324.2
387,6/29/2004,10,D,W,R,,,,,,,,,5.43,,17.49,8219,5.66,6.73,55.5,,,53,,,,,,,,,,,,7.3,13.3,16.6,,6.97,,,1445,424,285,29,2248,1.1,1279,1,504,331,413,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,107.2,96.7,5.1,6857,,5,3831.9
388,6/29/2004,10,D,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,6/29/2004,10,D,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,6/29/2004,10,D,W,R,,,,,,,,,1.89,,16.68,6238,1.68,6.79,109.2,,,75.8,,,,,,,,,,,,7.4,8.1,10.5,,5.53,,,885,461,262,22,2244,2.9,1022,1,460,135,377,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,82.9,74.7,5.2,5303,,13,3061.9
397,6/29/2004,10,D,W,R,,,,,,,,,1.92,,17.19,5478,4.43,6.67,118.5,,,55.5,,,,,,,,,,,,7.2,6.8,8.7,,5.1,,,713,431,241,15,2082,5.1,1019,1,347,189,284,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.1,74.4,-1.5,5014,,23,3052.9
400,6/29/2004,10,D,W,R,,,,,,,,,4.36,,16.49,4178,2.77,6.86,109.4,,,19,,,,,,,,,,,,7.4,4.1,5.5,,4.03,,,413,468,175,25,1899,2.2,747,1,275,94,225,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,56,53.5,2.3,3700,,10,2238
401,6/29/2004,10,D,W,R,,,,,,,,,1.31,,17.71,33141,0.49,6.98,54.4,,,110,,,,,,,,,,,,7.5,35.7,39.7,,23.2,,,7070,696,1359,18,7403,43.2,2946,1,457,8373,375,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,449.4,427.5,2.5,26991,,191,8826.2
303A,6/30/2004,10,D,W,D,,,,,,,,,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306A,6/30/2004,10,D,W,R,,,,,,,,,3.81,,16.9,1952,9.37,6.98,88.2,,,194,,,,,,,,,,,,7.6,6.9,9.3,,2.76,,,320,107,34,13,409,7.8,216,1,481,86,394,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,22.2,24,-4,1724,,34,647.1
308A,6/30/2004,10,D,W,R,,,,,,,,,7.07,,15.76,4234,8.82,6.6,109.3,,,15.6,,,,,,,,,,,,7.1,4,5.4,,4.13,,,414,494,199,10,2064,5.1,816,1,386,49,316,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58.9,58.5,0.3,4022,,23,2444.7
312AA,6/30/2004,10,D,W,R,,,,,,,x,,9.72,,16.8,2100,9.11,6.75,98.4,,,10.5,10.6,,,,,,,,,,,7.2,3.5,4.8,,2.33,,,227,204,68,6,793,2,299,1,425,36,348,0.62,,,,,,,,,,,,,,,,,,,7.2,3.5,4.8,,2.21,,,225,199,66,6,773,1.9,273,1,435,35,356,0.55,,,,,,,,,,,,,,,,,,,0.9,25.6,26.5,-1.7,1872,,9,895.8
319A,6/28/2004,10,D,W,R,,,,,,,,,2.16,,17.44,2000,1.16,7.12,93.8,,,1.66,,,,,,,,,,,,7.7,3,3.5,,2.18,,,189,155,87,7,750,0.2,299,1,235,56,193,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,23.1,23.9,-1.6,1627,,1,895.8
350A,7/1/2004,10,D,W,R,,,,,,,,,2.9,,18.2,2277,1.48,7.02,59.6,,,26,,,,,,,,,,,,7.4,2,2.7,,2.51,,,159,333,94,10,1224,0.6,435,1,215,42,176,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,31.4,31.6,-0.4,2160,,3,1303.3
359J,7/1/2004,10,D,W,R,,,,,,,,,4.42,,16.05,5425,2,6.85,87.1,,,20,,,,,,,,,,,,7.3,6.4,7.9,,4.8,,,650,361,259,25,1982,6.2,969,1,450,194,369,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,67.6,73.2,-3.9,4872,,27,2903.1
362A,6/28/2004,10,D,W,R,,,,,,,,,4.6,,14.97,3797,3.73,6.62,163.1,,,13,,,,,,,,,,,,7.3,4.6,6.2,,3.77,,,418,378,152,17,1578,4.4,617,1,391,94,321,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,49.6,47.5,2.2,3319,,19,1848.5
363A,6/29/2004,10,D,W,R,,,,,,,,,6.68,,17.38,5351,2.67,6.82,164,,,9.82,,,,,,,,,,,,7.4,8.4,10.7,,5.09,,,828,365,221,23,1833,2.4,1004,1,471,156,386,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.4,74.3,-1.3,5084,,11,3008
376A,6/29/2004,10,D,W,R,,,,,,,,,1.49,,19.9,4512,1.11,6.86,75.2,,,17.4,,,,,,,,,,,,7.4,7,8.7,,4.39,,,626,313,177,14,1520,1,802,1,293,147,240,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.3,58.6,-1.1,3979,,4,2402.8
D1,6/29/2004,10,D,S,R,,,,,,,,,,,25.95,1207,10.14,8.73,-141.8,,,7.9,,,,,,,,,,10900,,8.7,1.9,2.1,1170,1.17,,,93,112,43,6,459,0.9,143,22,128,37,105,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,13.2,12,4.8,874,,4,428.4
D101C,6/30/2004,10,D,A,R,,,,,,,,,,,21.48,1828,12.93,8.07,41.5,,,7.66,,,,,,,,,,1750,,8.3,2.8,3.3,1930,1.93,,,169,158,74,7,703,0.3,259,20,169,49,139,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,21.3,20.2,2.9,1424,,1,776
D102C,6/29/2004,10,D,A,R,,,,,,,,,,,26.41,2922,9.91,8.06,-111,,,8.27,,,,,,,,,,570,,8.2,3.9,4.9,2760,2.76,,,308,251,125,10,1148,0.8,442,23,242,82,199,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,36.2,33.6,3.7,2369,,4,1324.2
D103C,6/29/2004,10,D,A,R,,,,,,,,,,,24.58,2943,9.42,8.12,-119.5,,,8.47,,,,,,,,,,2300,,8.2,4.1,5.1,2920,2.92,,,320,239,127,10,1127,0.8,458,33,228,94,188,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.3,34.7,2.1,2427,,4,1372.2
D104C,6/29/2004,10,D,A,R,,,,,,,,,,,23.96,3133,8.71,8.1,-202.3,,,9.35,,,,,,,,,,2030,,8.2,4.3,5.4,3090,3.09,,,349,269,136,10,1239,0.9,488,22,254,89,209,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,39.7,36.9,3.7,2596,,4,1462
D105C,6/29/2004,10,D,A,R,,,,,,,,,,,19.2,3230,8.41,7.95,-230,,,9.39,,,,,,,,,,1850,,8.2,4.8,5.9,3210,3.21,,,385,266,138,11,1240,1,511,28,261,94,215,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,41.3,38.6,3.5,2719,,4,1531
D106C,6/29/2004,10,D,A,R,,,,,,,,,,,19.85,3526,8.83,7.9,-252.8,,,10.8,,,,,,,,,,2220,,8.2,5,6.3,3430,3.43,,,423,280,153,12,1337,1.1,559,1,301,101,247,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,44.9,42.4,2.9,2951,,5,1674.8
D12,6/29/2004,10,D,S,R,,,,,,,,,,,24.95,1650,10.02,8.15,-101.3,,,5.38,,,,,,,,,,298,,8.2,2.6,3,1630,1.63,,,146,133,64,7,599,0.1,222,1,163,51,133,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.3,17.8,1.3,1231,,0,665.1
D16,6/29/2004,10,D,S,R,,,,,,,,,,,23.84,2163,9.44,7.84,-91.5,,,3.16,,,,,,,,,,1430,,8,2.9,3.6,2130,2.13,,,195,197,84,8,843,0.1,312,1,226,58,185,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,25.2,24.6,1.3,1704,,0,934.8
D23,6/29/2004,10,D,S,R,,,,,,,x,,,,27.46,4790,10.15,8.16,-112.5,,,24.8,24.8,,,,,,,,,1100,1160,8.2,6.6,8.3,4310,4.31,,,647,377,209,14,1813,2.8,780,30,332,131,273,1,,,,,,,,,,,,,,,,,,,8.2,6.2,7.7,,4.44,,,602,367,211,14,1797,2.8,797,30,326,132,268,1.1,,,,,,,,,,,,,,,,,,,1.1,64,57.5,5.3,4090,,12,2336.9
D24,6/29/2004,10,D,S,R,,,,,,,,,,,24,1423,8.31,8.36,-135.5,,,5.9,,,,,,,,,,3270,,8.4,2.3,2.6,1720,1.72,,,121,120,55,7,529,0.1,210,15,136,42,112,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.8,16.4,-1.7,1126,,0,629.2
D28,6/29/2004,10,D,S,R,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D31,6/29/2004,10,D,S,R,,,,,,,,,,,23.08,3014,14.23,8.34,-185.2,,,15,,,,,,,,,,136,,8.3,3.8,4.8,2960,2.96,,,307,273,126,14,1208,1.8,472,26,234,73,193,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,37.4,35.2,3.1,2476,,8,1414.1
D37,6/29/2004,10,D,S,R,,,,,,,,,,,23.07,3992,12.1,8.25,-221,,,34.8,,,,,,,,,,226,,8.3,5.1,6.4,3880,3.88,,,477,355,180,17,1638,1.3,664,26,249,135,205,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,53.3,49,4.2,3435,,6,1989.3
D51,6/29/2004,10,D,S,R,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D57,6/29/2004,10,D,S,R,,,,,,,,,,,21.23,3024,9.01,8.16,-234.5,,,15,,,,,,,,,,4940,,8.2,4.2,5.1,3090,3.09,,,336,261,132,15,1202,0.8,486,22,226,89,186,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,38.6,36.3,3,2541,,4,1456.1
D67,6/29/2004,10,D,S,R,,,,,,,,,,,19.22,3886,9.13,7.82,-239.5,,,10.8,,,,,,,,,,2280,,8,4.7,6.1,3820,3.82,,,433,357,167,14,1588,0.8,649,1,294,108,241,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,50.4,48,2.4,3323,,4,1944.4
D68,6/29/2004,10,D,S,R,,,,,,,,,,,18.37,4274,4.76,7.55,-246,,,18.7,,,,,,,,,,161,,7.9,5.5,7,4140,4.14,,,524,350,203,26,1721,3.6,698,1,458,114,375,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.2,54.1,2.8,3784,,16,2091.2
D7,6/29/2004,10,D,S,R,,,,,,,,,,,23.67,1347,12.2,8.65,-126.7,,,6.52,,,,,,,,,,3050,,8.6,2.1,2.3,1370,1.37,,,109,115,52,6,504,0.1,178,23,121,40,100,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,14.8,14.1,2.4,1000,,0,533.3
D75,6/29/2004,10,D,S,R,,,,,,,,,,,26.6,1461,9.4,8.55,-135.8,,,6.77,,,,,,,,,,2660,,8.5,2.3,2.6,1660,1.66,,,124,124,58,6,552,0.2,210,15,137,42,113,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.4,16.4,0,1136,,1,629.2
D9,6/29/2004,10,D,S,R,,,,,,,,,,,21.02,3339,16.36,8.14,-110.3,,,21.8,,,,,,,,,,57.4,,8.2,4.5,5.7,3110,3.11,,,377,293,146,10,1341,1.4,525,1,314,79,257,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,42.9,39.9,3.7,2800,,6,1572.9
301,8/4/2004,11,D,W,R,,,,,,,,,4.27,,16.44,3856,4.33,6.5,170.9,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,8/4/2004,11,D,W,R,,,,,,,,,4.39,,18.32,10360,1.84,6.51,134.2,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,8/4/2004,11,D,W,R,,,,,,,,,3.51,,16.83,6187,1.26,6.27,145.9,,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,8/4/2004,11,D,W,N,,,,,,,,,4.11,,19.39,12316,1.74,6.64,126.6,,,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,8/4/2004,11,D,W,R,,,,,,,,,6.83,,18.17,4701,4.23,6.36,161.1,,,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,8/4/2004,11,D,W,R,,,,,,,,,0.37,,20.77,4566,1.1,6.54,-69.1,,,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,8/4/2004,11,D,W,R,,,,,,,,,2.19,,18.82,4762,1.15,6.43,124.6,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,8/2/2004,11,D,W,R,,,,,,,,,2.9,,19.09,3286,0.53,6.44,143.9,,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,8/2/2004,11,D,W,R,,,,,,,,,2.04,,21.54,1786,0.6,6.77,114.4,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
